Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2012-09-27,20,Murder,16E40,20D,5300-5399,CASTLECREEK,LN,-,1
2012-07-28,22,Murder,2A10,13R,1700-1799,GANO,ST,-,1
2012-09-24,23,Murder,5F20,13R,3900-3999,PEPPERMILL,RD,-,1
2012-09-10,00,Murder,18F60,13R,8600-8699,BEECHNUT,ST,-,1
2012-09-09,22,Murder,6B40,13S,8000-8099,NORTH,FWY,-,1
2012-09-24,03,Murder,9C40,13R,12800-12899,NIMITZ,-,-,1
2012-09-17,13,Murder,18F30,20A,2700-2799,BRIARGROVE,DR,-,1
2012-09-06,06,Murder,20G80,13H,1500-1599,HWY 6,-,S,1
2012-09-09,02,Murder,19G20,20A,4700-4799,KIRKWOOD,DR,S,1
2012-09-23,08,Murder,5F20,250,8800-8899,LONG POINT,RD,-,1
2012-09-06,02,Murder,8C30,18R,6200-6299,WAYSIDE,-,N,1
2012-09-18,18,Murder,18F50,20A,7200-7299,BELLERIVE,DR,-,1
2012-09-17,02,Murder,2A10,250,1500-1599,GENTRY,ST,-,1
2012-09-02,03,Murder,5F20,18N,9300-9399,LONG POINT,RD,-,1
2012-09-02,02,Murder,8C50,03B,9500-9599,MESA,DR,-,3
2012-09-02,23,Murder,9C20,03S,7700-7799,LYONS,-,-,1
2012-09-25,02,Rape,20G30,20A,2800-2899,DAIRY ASHFORD,-,S,1
2012-09-20,18,Rape,3B10,20A,11900-11999,NORTHWEST,FWY,-,1
2012-09-17,16,Rape,12D60,20A,16100-16199,SPACE CENTER,BLVD,-,1
2007-05-25,14,Rape,18F40,20A,9400-9499,WESTHEIMER,RD,-,1
2012-02-25,12,Rape,17E30,20A,9200-9299,BISSONNET,ST,-,1
2012-09-16,23,Rape,3B50,20R,8300-8399,FULTON,ST,-,1
2012-04-30,12,Rape,2A30,09P,1300-1399,SHEPHERD,DR,N,1
2012-09-12,15,Rape,19G10,20A,10000-10099,CLUB CREEK,DR,-,1
2012-09-24,13,Rape,10H70,09H,1300-1399,HERMANN,DR,-,1
2012-08-04,13,Rape,10H70,250,6600-6699,FANNIN,-,-,1
2012-08-31,12,Rape,6B30,20R,6900-6999,WHITBOURNE MEADOW,LN,-,1
2012-09-12,00,Rape,18F60,20A,8600-8699,SANDS POINT,DR,-,1
2012-06-01,00,Rape,5F30,140,5900-5999,GUHN,-,-,1
2012-09-13,02,Rape,12D10,20D,10900-10999,GULF,FWY,-,1
2012-09-26,09,Rape,10H10,13R,800-899,YORK,-,N,1
2012-09-23,18,Rape,13D10,20A,6900-6999,SOUTH LP E,-,-,1
2012-09-06,11,Rape,8C40,20R,8700-8799,SULTAN,DR,-,1
2012-09-11,15,Rape,6B30,22H,7900-7999,ANTOINE,DR,-,1
2012-09-08,20,Rape,11H40,20R,900-999,AUBERT,ST,-,1
2012-09-23,02,Rape,8C50,20A,9700-9799,MESA,DR,-,1
2012-09-19,20,Rape,20G10,20A,5800-5899,PARKFRONT,DR,-,1
2012-09-19,00,Rape,17E30,18A,8800-8899,GUSTINE,LN,-,1
2012-09-23,00,Rape,7C10,13R,2100-2199,HARRINGTON,ST,-,1
2012-09-03,15,Rape,20G40,20A,11200-11299,OLYMPIA,DR,-,1
2012-09-08,00,Rape,16E30,18O,14500-14599,MAIN,ST,-,1
2012-09-09,23,Rape,7C10,20A,1100-1199,GROVE,CT,-,1
2012-08-31,00,Rape,12D70,20R,300-399,WEDGEROCK,-,-,1
2012-09-08,12,Rape,17E10,20A,6700-6799,DE MOSS,DR,-,1
2012-09-16,03,Rape,2A10,20R,4000-4099,CETTI,ST,-,1
2012-09-08,03,Rape,9C20,20A,2000-2099,WAYSIDE,-,N,1
2012-09-05,02,Rape,1A10,250,1200-1299,PRAIRIE,-,-,1
2012-05-07,12,Rape,17E30,20R,11700-11799,SOUTHWEST,FWY,-,1
2012-09-10,22,Rape,2A10,20R,1800-1899,COMMON,ST,-,1
2012-09-19,01,Rape,18F20,20A,2600-2699,YORKTOWN,ST,-,1
2012-09-21,23,Rape,17E40,13R,14400-14499,MINETTA,-,-,1
2012-09-16,05,Rape,4F10,20R,10400-10499,KNOBOAK,DR,-,1
2012-02-01,00,Rape,17E40,20R,8800-8899,RYLANDER,CIR,N,1
2012-09-11,22,Rape,1A20,20A,1000-1099,MISSOURI,-,-,1
2012-09-30,01,Rape,6B30,20A,5500-5599,DESOTO,ST,-,1
2012-08-25,00,Rape,19G40,20R,11300-11399,MULHOLLAND,DR,-,1
2011-08-01,12,Rape,10H10,20R,300-399,ADAMS,ST,N,1
2012-10-11,00,Rape,6B10,22E,9700-9799,FULTON,ST,-,1
2003-10-31,02,Rape,12D20,20R,11400-11499,SAGEHOLLOW,LN,-,1
