Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2014-02-21,05,Murder,14D20,20D,4600-4699,PHLOX,-,-,1
2014-02-20,22,Murder,15E30,18A,7300-7399,BROMPTON,ST,-,1
2014-01-20,20,Murder,14D30,13R,5000-5099,PERSHING,-,-,1
2013-08-17,04,Murder,7C30,13R,8900-8999,RAMIN,ST,-,1
2014-02-10,16,Murder,16E30,20G,6200-6299,OAKHAM,-,-,1
2013-11-10,16,Murder,20G30,20A,2800-2899,SHADOWBRIAR,DR,-,1
2013-11-18,11,Murder,5F40,20A,8100-8199,MILLS,RD,-,1
2014-02-05,07,Murder,12D60,20A,16400-16499,EL CAMINO REAL,-,-,1
2014-02-17,08,Murder,3B10,20R,4900-4999,WEEPING WILLOW,-,-,1
2009-10-16,18,Murder,10H10,11R,1900-1999,RUNNELS,-,-,1
2012-11-15,21,Murder,6B60,20A,800-899,HARVEST TIME,LN,-,1
2014-02-08,19,Murder,16E20,20R,3400-3499,TIDEWATER,-,-,1
2014-02-14,19,Murder,6B60,13R,11000-11099,ELLA,BLVD,-,1
2014-02-23,14,Murder,6B30,05Z,6000-6099,TIDWELL,RD,W,1
2014-02-03,18,Murder,17E10,18A,6700-6799,RENWICK,-,-,2
2014-02-26,17,Murder,15E40,20A,2800-2899,BARTELL,DR,S,1
2014-02-23,20,Murder,7C20,13R,4200-4299,LOCKWOOD,DR,-,1
2008-12-24,00,Rape,14D10,20A,4000-4099,CORDER,ST,-,1
2014-02-12,19,Rape,1A30,18A,2000-2099,COLQUITT,-,-,1
2014-01-22,05,Rape,10H70,11R,6800-6899,ARDMORE,ST,-,1
2013-08-20,17,Rape,8C60,20R,6400-6499,TAUTENHAHN,RD,-,1
2003-02-01,07,Rape,12D20,20R,9900-9999,CAFFREY,-,-,1
2014-02-01,22,Rape,18F20,20A,3500-3599,SAGE,RD,-,1
2014-02-19,02,Rape,20G30,20A,10900-10999,MEADOWGLEN,LN,-,1
2014-02-10,16,Rape,6B20,140,6000-6099,NORTH,FWY,-,1
2014-02-16,03,Rape,24C20,20R,3200-3299,GLADE SPRINGS,DR,-,1
2014-02-02,03,Rape,18F60,18O,7700-7799,HARWIN,DR,-,1
2014-02-16,21,Rape,19G50,18B,10400-10499,BISSONNET,ST,-,1
2014-01-05,03,Rape,13D10,20A,7300-7399,GULF,FWY,-,1
2014-02-18,21,Rape,17E20,20A,7600-7699,BEECHNUT,ST,-,1
2014-02-19,16,Rape,17E10,20A,5900-5999,BISSONNET,ST,-,1
2014-02-08,06,Rape,6B20,20R,2500-2599,DESOTO,ST,-,1
2014-02-19,17,Rape,10H40,13R,2600-2699,CAROLINE,ST,-,1
2013-12-16,00,Rape,19G10,20A,0-99,SPICE,LN,-,1
2014-02-21,19,Rape,3B50,13R,100-199,MEADOW LEA,DR,-,1
2014-02-15,00,Rape,1A20,250,2200-2299,DALLAS,ST,W,1
2013-06-13,21,Rape,9C40,20R,12400-12499,JANEY,-,-,1
2014-02-25,16,Rape,20G30,20A,10600-10699,MEADOWGLEN,LN,-,1
2014-02-16,01,Rape,UNK,09H,18900-18999,MEMORIAL,BLVD,N,1
2014-01-31,08,Rape,10H60,20R,2600-2699,RIVERSIDE,DR,-,1
2014-02-25,21,Rape,14D40,20R,11700-11799,MURR,WAY,-,1
2014-02-28,13,Rape,6B50,20R,16300-16399,IMPERIAL VALLEY,DR,-,1
2014-02-26,00,Rape,6B40,20R,1000-1099,SOUTH,LN,-,1
2014-02-26,00,Rape,16E20,20A,4400-4499,AIRPORT,BLVD,W,1
2014-02-22,20,Rape,17E40,20A,6400-6499,BANKSIDE,DR,-,1
2014-02-05,21,Rape,17E20,18O,8500-8599,TYBOR,DR,-,1
2013-06-03,07,Rape,6B40,20A,3100-3199,GRENSHAW,-,-,1
2014-02-28,01,Rape,12D10,18N,12200-12299,GULF,FWY SER,W,1
2014-02-26,07,Rape,7C20,20R,4600-4699,FALLS,ST,-,1
2014-02-28,20,Rape,6B40,20A,9600-9699,MONTGOMERY,RD,W,1
2014-02-23,04,Rape,12D10,20A,10900-10999,GULF,FWY,-,1
2010-01-28,16,Rape,17E40,20A,11300-11399,FONDREN,RD,-,1
2014-02-02,03,Rape,6B60,140,13000-13099,NORTH,FWY,-,1
2014-01-22,20,Rape,20G10,140,3100-3199,WEST SAM HOUSTON,PKWY,S,1
2014-02-15,18,Rape,6B40,20M,3000-3099,GULF BANK,RD,W,1
2014-02-06,12,Rape,8C30,250,5600-5699,BARTON,ST,-,1
2014-02-17,11,Rape,16E30,22E,13600-13699,MAIN,ST,-,1
2013-07-15,08,Rape,6B60,20A,16900-16999,NORTHCHASE,DR,-,1
2014-02-23,04,Rape,3B30,20A,800-899,MARTIN,RD,-,1
2013-11-27,00,Rape,18F60,20A,7900-7999,BELLAIRE,BLVD,-,1
2014-02-16,22,Rape,18F40,20A,2700-2799,STONEY BROOK,DR,-,1
