Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2011-10-23,03,Murder,19G40,13R,12600-12699,HUNTINGTON VENTURE,DR,-,1
2011-10-23,03,Murder,6B40,03B,700-799,MOUNT HOUSTON,RD,W,1
2011-10-23,04,Murder,3B40,13R,1200-1299,BARKLEY,ST,-,1
2011-10-20,10,Murder,20G40,20A,11700-11799,SOUTHLAKE,DR,-,1
2011-10-29,01,Murder,19G40,05C,11900-11999,BISSONNET,ST,-,1
2011-10-23,20,Murder,7C30,250,8600-8699,HARDY,RD,E,1
2011-10-23,21,Murder,18F30,18A,6200-6299,FAIRDALE,LN,-,1
2011-10-16,01,Murder,19G10,20C,9300-9399,COUNTRY CREEK,DR,-,1
2011-10-02,15,Murder,14D20,18A,7400-7499,CALHOUN,RD,-,1
2011-10-27,18,Murder,17E10,09P,6000-6099,BISSONNET,ST,-,1
2011-09-17,21,Murder,17E40,18D,6400-6499,AIRPORT,BLVD,W,1
2011-10-02,02,Murder,17E10,13R,6100-6199,DE MOSS,DR,-,1
2011-10-21,02,Murder,13D40,18A,10200-10299,TELEPHONE,RD,-,1
2011-10-14,17,Murder,1A20,13R,1300-1399,PIERCE,ST,W,1
2011-10-11,22,Murder,18F30,20R,6300-6399,DEERWOOD,RD,-,1
2011-10-14,01,Murder,20G10,20A,9800-9899,MEADOWGLEN,LN,-,1
2011-10-30,06,Murder,17E40,20L,6300-6399,BELLFORT,ST,W,1
2011-10-27,02,Murder,17E10,20M,7300-7399,ASHCROFT,DR,-,1
2009-11-04,03,Murder,18F30,20A,2000-2099,AUGUSTA,DR,-,1
2011-10-16,23,Rape,12D10,20A,9200-9299,NATHANIEL,ST,-,1
2011-10-03,15,Rape,14D20,20R,8300-8399,CANYON,-,-,1
2010-06-01,12,Rape,20G70,---,12700-12799,WHITTINGTON,-,-,1
2011-10-15,11,Rape,19G10,20A,8600-8699,COURSE,DR,S,1
2011-10-12,01,Rape,3B10,20A,3800-3899,SHERWOOD,LN,-,1
2011-10-09,16,Rape,17E40,20A,12600-12699,DUNLAP,ST,-,1
2011-10-06,17,Rape,8C10,20R,4600-4699,ANTHA,ST,-,1
2011-10-25,19,Rape,15E30,20A,0-99,CHARLESTON PARK,DR,-,1
2011-10-07,06,Rape,13D20,20D,6900-6999,NETHERFIELD,-,-,1
2011-10-04,03,Rape,7C30,20R,3200-3299,YORKSHIRE,-,-,1
2011-10-03,21,Rape,19G10,20A,10000-10099,SPICE,LN,-,1
2011-10-24,05,Rape,19G40,13R,11600-11699,VINEDALE,DR,-,1
2011-10-20,04,Rape,17E10,20A,6900-6999,RENWICK,-,-,1
2011-08-31,04,Rape,14D10,20R,4500-4599,DEWBERRY,ST,-,1
2011-10-01,02,Rape,14D20,250,7500-7599,LA SALETTE,-,-,1
2010-10-01,02,Rape,13D20,13R,8900-8999,DOVER,ST,-,1
2011-10-31,06,Rape,4F30,100,1800-1899,SHERWOOD FOREST,ST,-,1
2011-10-16,22,Rape,3B40,18C,4300-4399,AIRLINE,DR,-,1
2011-09-22,23,Rape,3B50,20A,600-699,BERRY,RD,-,1
2011-10-28,08,Rape,16E20,20R,4500-4599,SIMSBROOK,DR,-,1
2011-10-07,22,Rape,2A60,20A,1600-1699,NORTH LP W,-,-,1
2011-10-09,04,Rape,19G50,250,10000-10099,BISSONNET,ST,-,1
2011-10-26,02,Rape,6B30,20R,7600-7699,ATHLONE,DR,-,1
2011-10-16,04,Rape,12D10,20R,9300-9399,SCRANTON,-,-,1
2011-10-07,22,Rape,16E10,20A,11900-11999,OAKMOOR,PKWY,-,1
2011-10-22,01,Rape,6B60,11R,16800-16899,CITY VIEW,PL,-,1
2011-10-28,00,Rape,14D40,100,11900-11999,MARTIN LUTHER KING,BLVD,-,1
2011-10-16,22,Rape,2A10,250,5100-5199,ELYSIAN,ST,-,1
2011-10-25,09,Rape,14D30,20R,5300-5399,BURMA,-,-,1
2011-10-16,10,Rape,13D10,20R,7500-7599,GREENDOWNS,-,-,1
2011-10-15,17,Rape,10H60,20A,3200-3299,MACGREGOR,WAY,N,1
2011-09-30,05,Rape,17E40,20V,6300-6399,AIRPORT,BLVD,W,1
2011-05-01,00,Rape,13D10,140,4500-4599,TELEPHONE,RD,-,1
2011-10-23,03,Rape,17E20,20R,7600-7699,BEECHNUT,ST,-,1
2011-10-12,16,Rape,12D20,20A,10900-10999,TANNER PARK,CT,-,1
2011-10-02,01,Rape,1A20,03B,800-899,PACIFIC,-,-,1
2011-03-01,19,Rape,5F30,20A,8100-8199,GROW,LN,-,1
2011-10-28,19,Rape,18F50,18O,6600-6699,HARWIN,DR,-,1
2011-10-23,07,Rape,3B30,20A,800-899,OAK,-,-,1
2011-10-25,20,Rape,9C30,250,4500-4599,OST,DR,W,1
2011-06-13,11,Rape,3B10,20A,3200-3299,MANGUM,-,-,1
2011-10-28,17,Rape,7C30,20A,2700-2799,TIDWELL,RD,-,1
2011-10-09,04,Rape,6B60,20A,13300-13399,NORTHBOROUGH,DR,-,1
2011-09-30,20,Rape,18F10,20R,900-999,SILBER,-,-,1
2011-10-14,02,Rape,2A30,140,4600-4699,KATY,FWY,-,1
2011-10-11,23,Rape,20G70,18S,12900-12999,WESTHEIMER,RD,-,1
2011-10-19,21,Rape,1A10,250,400-499,RUSK,-,-,1
2011-10-22,05,Rape,6B20,20R,5900-5999,MAXROY,-,-,1
2011-10-11,03,Rape,13D20,20A,8400-8499,BROADWAY,ST,-,1
2011-09-27,06,Rape,8C60,20R,7400-7499,STERLINGSHIRE,ST,-,1
2011-10-06,02,Rape,12D70,100,200-299,EL DORADO,BLVD,-,1
2011-10-25,07,Rape,3B30,22E,1900-1999,LAMONTE,LN,-,1
2011-10-08,03,Rape,14D10,20A,5500-5599,GRIGGS,-,-,1
2011-10-18,00,Rape,16E40,20R,5100-5199,COURT,RD,-,1
2011-05-29,17,Rape,11H10,20R,7500-7599,SATSUMA,-,-,1
2011-10-24,15,Rape,7C20,20A,5600-5699,KELLEY,-,-,1
2011-09-30,22,Robbery,3B50,13R,5100-5199,AIRLINE,DR,-,1
2011-10-01,03,Robbery,19G10,20A,9400-9499,WEST SAM HOUSTON,PKWY,S,1
2011-10-01,02,Robbery,19G50,140,10500-10599,SOUTHWEST,FWY SER,N,1
2011-10-01,10,Robbery,20G10,20A,9900-9999,RICHMOND,AVE,-,1
2011-09-28,09,Robbery,2A30,13R,700-799,15TH,ST,W,1
2011-10-01,15,Robbery,17E40,18T,6700-6799,BELLFORT,ST,W,1
2011-10-01,15,Robbery,5F20,20R,1700-1799,SPUR,-,-,1
2011-10-01,01,Robbery,10H10,20A,3900-3999,CANAL,ST,-,1
2011-10-02,01,Robbery,6B50,13R,15200-15299,CHIPMAN,LN,-,1
2011-10-02,01,Robbery,19G30,13R,7700-7799,COOK,RD,-,1
2011-10-01,23,Robbery,10H70,13R,1500-1599,BEN TAUB LOOP,-,-,1
2011-10-02,02,Robbery,18F30,18A,6300-6399,SKYLINE,DR,-,1
2011-10-02,02,Robbery,14D20,18R,7400-7499,CULLEN,BLVD,-,1
2011-10-02,03,Robbery,11H10,20A,900-999,REDWOOD,ST,-,1
2011-10-02,03,Robbery,18F30,18N,6000-6099,BEVERLYHILL,ST,-,1
2011-10-01,22,Robbery,20G30,20A,2800-2899,ROGERDALE,RD,-,1
2011-10-02,04,Robbery,7C20,20R,3100-3199,CAMPBELL,ST,-,1
2011-10-02,21,Robbery,14D30,18C,7100-7199,MARTIN LUTHER KING,BLVD,-,1
2011-10-02,21,Robbery,19G10,18A,10000-10099,CLUB CREEK,DR,-,1
