Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2012-07-21,17,Murder,10H30,13S,1900-1999,DOWLING,ST,-,1
1993-12-05,20,Murder,20G30,20A,2800-2899,WALLINGFORD,DR,-,1
2012-08-25,00,Murder,13D40,20M,10800-10899,TELEPHONE,RD,-,1
2012-08-19,03,Murder,6B40,20D,8300-8399,PONNEL,LN,-,1
2012-08-16,00,Murder,19G30,13R,13100-13199,CARVEL,LN,-,1
2012-08-18,19,Murder,5F20,20A,1500-1599,BIG BEND,DR,-,1
2012-08-15,18,Murder,18F50,20A,7200-7299,BELLERIVE,DR,-,1
2012-08-18,14,Murder,9C10,20D,100-199,GEORGIA,ST,-,1
2012-08-04,06,Murder,17E40,20A,12200-12299,FONDREN,RD,-,1
2011-10-20,17,Murder,7C10,20A,1200-1299,BRINGHURST,ST,-,1
2012-08-06,23,Murder,7C20,13R,3200-3299,LEE,-,-,1
2012-08-18,05,Murder,16E40,20R,15800-15899,IRONSIDE HILL,DR,-,1
2012-08-11,23,Murder,7C10,20A,5200-5299,MARKET,ST,-,1
2012-08-11,19,Murder,14D30,20A,7500-7599,MARTIN LUTHER KING,BLVD,-,1
2012-07-20,12,Murder,2A30,20A,200-299,18TH,ST,W,1
2012-08-28,23,Murder,19G20,13R,0-99,PARKWEST,DR,W,1
2012-08-28,16,Murder,5F30,20R,10200-10299,BAMBOO,RD,-,1
2012-08-03,05,Murder,19G50,20D,11500-11599,MISTY GLEN,LN,-,1
2012-08-31,20,Murder,3B40,20D,400-499,43RD,ST,E,1
2012-08-22,23,Murder,6B30,20A,5700-5799,LOST FOREST,DR,-,1
2012-08-31,01,Murder,6B30,13R,5800-5899,TIDWELL,RD,W,1
2012-08-08,21,Murder,14D30,13R,7000-7099,MARTIN LUTHER KING,BLVD,-,1
2012-08-06,02,Murder,3B10,18C,4400-4499,18TH,ST,W,1
2012-08-06,01,Murder,13D10,18R,5400-5499,TELEPHONE,RD,-,1
2012-08-10,00,Rape,2A10,18C,200-299,PATTON,ST,-,1
2012-08-12,02,Rape,14D20,20R,4700-4799,WENDA,-,-,1
2012-08-05,02,Rape,1A10,140,1200-1299,TRAVIS,ST,-,1
2012-03-01,00,Rape,4F10,20C,1600-1699,CRESTDALE,DR,-,1
2012-08-28,18,Rape,12D10,20A,9000-9099,CLEARWOOD,-,-,1
2012-08-02,12,Rape,19G50,20A,10200-10299,BISSONNET,ST,-,1
2012-08-09,05,Rape,16E20,20R,2800-2899,MONTICELLO,DR,-,1
2012-08-08,23,Rape,3B50,20A,5100-5199,AIRLINE,DR,-,1
2012-08-23,02,Rape,1A10,250,800-899,COMMERCE,ST,-,1
2012-08-11,03,Rape,20G70,20A,3800-3899,SYNOTT,RD,-,1
