Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2010-06-05,16,Murder,11H30,250,0-99,WEST COURT,DR,-,1
2010-06-05,18,Murder,5F10,20A,1300-1399,AFTON,ST,-,1
2010-06-09,15,Murder,19G40,20R,11400-11499,CHARIOT,DR,-,1
2010-06-22,18,Murder,2A20,18A,900-999,ADELE,ST,-,1
2010-06-25,17,Murder,3B50,100,6100-6199,FRISCO,ST,-,1
2010-06-29,06,Murder,10H60,13A,3000-3099,PROSPECT,-,-,1
2010-06-23,04,Murder,3B50,20A,8200-8299,BAUMAN,RD,-,1
2010-04-16,18,Murder,19G50,20A,10100-10199,BOONE,RD,-,1
2010-06-19,05,Murder,19G50,18A,10300-10399,LANDS END,DR,-,1
2010-06-05,02,Murder,11H20,13R,8300-8399,LA PORTE,RD,-,1
2010-06-09,02,Murder,3B10,13R,3900-3999,SHERWOOD,LN,-,1
2010-06-04,07,Murder,3B10,20A,5800-5899,SUNFOREST,-,-,1
2010-06-03,01,Murder,16E30,13R,6900-6999,RIVER BLUFF,DR,-,1
2010-06-05,00,Murder,17E30,20A,8800-8899,BRAESWOOD,BLVD,S,1
2010-06-14,00,Murder,7C50,20R,7200-7299,WILLOWTEX,DR,-,1
2010-06-10,06,Murder,17E30,20A,11500-11599,KEEGANS RIDGE,RD,-,1
2010-06-17,11,Murder,16E10,140,13600-13699,ALMEDA,RD,-,1
2010-06-02,02,Murder,20G40,18A,12100-12199,OVERBROOK,LN,-,1
2010-05-31,01,Murder,15E40,20A,2600-2699,WESTRIDGE,ST,-,1
2010-06-03,10,Murder,18F40,20A,9400-9499,BRIAR FOREST,DR,-,1
2010-06-06,00,Murder,1A50,18A,5100-5199,EDLOE,ST,-,1
2010-06-18,16,Murder,10H10,100,300-399,ST CHARLES,-,-,1
2010-06-11,16,Murder,8C30,13R,7800-7899,TIDWELL,RD,-,1
2010-06-25,03,Murder,13D10,18N,4600-4699,TELEPHONE,RD,-,1
2010-06-05,05,Murder,12D10,18A,1200-1299,REDFORD,-,-,1
2010-06-04,07,Murder,13D30,20R,9300-9399,RANDOLPH,-,-,3
2010-06-30,17,Rape,12D20,20R,11200-11299,SAGETRAIL,DR,-,1
2010-06-22,13,Rape,18F60,20R,8800-8899,BEECHNUT,ST,-,1
2010-06-04,23,Rape,24C40,20A,11100-11199,FM 1960,-,E,1
2002-01-01,00,Rape,11H20,20R,8700-8799,JOHN,-,-,1
2010-06-02,05,Rape,14D20,20R,1100-1199,VERA LOU,-,-,1
2010-06-07,17,Rape,7C20,140,4400-4499,KELLEY,-,-,1
2010-05-29,23,Rape,6B10,250,7200-7299,AIRLINE,DR,-,1
2010-05-13,09,Rape,20G20,20A,10700-10799,ELLA LEE,LN,-,1
2010-06-28,03,Rape,4F30,20A,1700-1799,UPLAND,-,-,1
2010-06-27,02,Rape,12D20,20R,11000-11099,SAGEHILL,DR,-,1
2010-06-13,10,Rape,20G10,13R,9000-9099,TOWN PARK,DR,-,1
2010-06-28,02,Rape,20G10,250,4400-4499,WEST SAM HOUSTON,PKWY,S,1
2010-06-19,04,Rape,20G30,20A,11300-11399,RICHMOND,AVE,-,1
2010-05-29,00,Rape,2A20,20R,4500-4599,MAIN,-,N,1
2010-06-17,17,Rape,5F20,20A,2000-2099,LAVERNE,ST,-,1
2010-06-20,01,Rape,7C50,140,1200-1299,NORTH SAM HOUSTON,PKWY,E,1
2010-06-06,12,Rape,6B60,20A,17000-17099,IMPERIAL VALLEY,DR,-,1
2010-06-11,01,Rape,13D40,20R,8000-8099,SPRINGTIME,LN,-,1
2010-06-14,05,Rape,19G20,13R,7800-7899,BANEWAY,DR,-,1
2010-06-16,14,Rape,6B60,20A,17400-17499,IMPERIAL VALLEY,DR,-,1
2010-06-22,03,Rape,17E10,20A,5600-5699,CHIMNEY ROCK,RD,-,1
2010-06-07,13,Rape,7C20,22M,4000-4099,KELLEY,-,-,1
2010-06-15,10,Rape,7C20,13R,4200-4299,COLLINGSWORTH,-,-,1
2010-06-27,03,Rape,1A30,18O,1300-1399,WESTHEIMER,RD,-,1
2010-06-05,01,Rape,5F20,18A,9300-9399,LONG POINT,RD,-,1
2010-06-02,05,Rape,20G40,20A,1300-1399,SILVERADO,DR,-,1
2010-06-03,00,Rape,17E30,18A,9000-9099,BISSONNET,ST,-,1
2010-06-09,22,Rape,3B10,140,4800-4899,34TH,ST,W,1
2010-06-12,02,Rape,1A30,13R,2300-2399,MAIN,ST,W,1
2010-06-10,09,Rape,11H30,20A,8000-8099,BROCKTON,ST,-,1
2009-08-01,10,Rape,4F30,---,1000-1099,BLACKHAW,-,-,1
2010-06-09,08,Rape,14D20,---,3700-3799,FAULKNER,ST,-,1
2010-06-08,00,Rape,5F30,---,8100-8199,TIDWELL,RD,W,1
2010-06-13,04,Rape,16E10,140,13600-13699,ALMEDA,RD,-,1
2010-03-07,00,Rape,4F10,20A,9700-9799,LONG POINT,RD,-,1
2010-06-14,20,Rape,19G30,20R,13200-13299,CAPE PROVINCE,-,-,1
2010-06-24,00,Rape,10H40,070,2200-2299,MAIN,ST,-,1
2010-06-20,18,Rape,11H10,20R,7300-7399,CANAL,ST,-,1
2010-06-02,12,Rape,20G60,20A,800-899,COUNTRY PLACE,DR,-,1
2010-06-08,03,Rape,20G50,20C,900-999,WAX MYRTLE,-,-,1
2010-06-21,13,Rape,19G10,100,8000-8099,WILCREST,DR,-,1
2000-01-01,08,Rape,3B50,20A,8200-8299,BAUMAN,RD,-,1
2010-06-12,04,Rape,19G50,20A,10100-10199,FORUM PARK,DR,-,1
2010-06-04,04,Rape,20G80,20A,2500-2599,JOEL WHEATON,-,-,1
2010-06-20,16,Rape,11H20,20A,2500-2599,BROADWAY,ST,-,1
2010-06-11,07,Rape,20G50,09H,900-999,FROSTWOOD,-,-,1
2010-06-19,01,Rape,19G50,140,9900-9999,BISSONNET,ST,-,1
2010-06-21,18,Rape,12D60,20R,1500-1599,WAVECREST,LN,-,1
2010-06-05,05,Rape,6B50,140,600-699,NORTH SAM HOUSTON,PKWY,E,1
2010-06-14,02,Rape,2A50,13R,4200-4299,CENTER,ST,-,1
2010-06-18,14,Rape,6B50,13R,200-299,ALDINE BENDER,RD,-,1
2010-06-09,00,Rape,14D20,100,3600-3699,CORDER,ST,-,1
2010-06-16,06,Rape,9C40,20R,12000-12099,COULSON,CIR,-,1
2010-06-01,20,Robbery,11H30,13R,3900-3999,MERIDIAN,ST,-,1
2010-06-18,22,Robbery,11H30,18O,7900-7999,GULF,FWY SER,E,1
2010-06-19,11,Robbery,6B60,18C,13100-13199,NORTHBOROUGH,DR,-,1
2010-06-16,23,Robbery,19G40,13R,12000-12099,HUNTINGTON GLEN,DR,-,1
2010-06-05,21,Robbery,11H30,13R,7800-7899,SOUTH LP E,-,-,1
2010-06-24,04,Robbery,3B40,13S,1300-1399,NORTH LP,SER,N,1
2010-06-19,03,Robbery,3B40,23S,4300-4399,AIRLINE,DR,-,1
2010-06-25,17,Robbery,3B40,13B,4100-4199,NORTH,FWY SER,W,1
2010-06-16,02,Robbery,19G50,13R,10400-10499,SOUTH,DR,-,1
2010-06-11,01,Robbery,19G50,18R,9600-9699,BISSONNET,ST,-,1
2010-06-12,01,Robbery,11H20,13R,8300-8399,LA PORTE,RD,-,1
2010-06-02,22,Robbery,11H20,18O,1500-1599,HEBERT,-,-,1
2010-06-13,03,Robbery,7C20,18G,4000-4099,KELLEY,-,-,1
2010-06-14,00,Robbery,7C20,13R,3000-3099,LIBERTY,RD,-,1
2010-06-21,22,Robbery,1A20,13R,1000-1099,TAFT,-,-,1
2010-06-17,23,Robbery,1A20,13R,1100-1199,CROCKER,ST,-,1
2010-06-02,23,Robbery,19G50,13R,9800-9899,BISSONNET,ST,-,1
2010-06-07,09,Robbery,19G50,18P,9800-9899,BISSONNET,ST,-,1
2010-06-06,00,Robbery,11H10,13S,5200-5299,GULF,FWY SER,E,1
2010-06-26,01,Robbery,1A30,13R,1400-1499,WESTHEIMER,RD,-,1
2010-06-20,11,Robbery,4F30,18O,3500-3599,PATTERSON,RD,-,1
2010-06-01,08,Robbery,5F30,18T,14000-14099,NORTHWEST,FWY,-,1
2010-06-09,22,Robbery,5F30,18T,7700-7799,PINEMONT,DR,-,1
2010-06-21,23,Robbery,18F10,18O,8200-8299,KATY,FWY,-,1
2010-06-22,01,Robbery,UNK,03B,3300-3399,IH 610 IB,-,-,1
2010-06-21,22,Robbery,17E30,20D,8900-8999,MAHONING,DR,-,1
2010-06-07,01,Robbery,15E40,18M,9900-9999,BUFFALO SPEEDWAY,-,-,1
2010-06-07,04,Robbery,1A10,13R,1500-1599,PEASE,-,-,1
2010-06-22,12,Robbery,14D20,18B,9400-9499,CULLEN,BLVD,-,1
2010-06-15,01,Robbery,17E10,13R,6700-6799,SANDS POINT,DR,-,1
