Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2011-11-17,17,Murder,7C10,20R,2200-2299,NOBLE,-,-,1
2011-11-05,15,Murder,3B10,20A,4200-4299,34TH,ST,W,1
2011-11-20,03,Murder,12D60,20A,16400-16499,BUCCANEER,-,-,2
2011-11-05,03,Murder,14D20,13R,7000-7099,SCOTT,-,-,1
2011-11-19,23,Murder,14D10,20D,6200-6299,SHERWOOD,DR,-,1
2011-11-19,22,Murder,18F50,13R,7500-7599,CLAREWOOD,DR,-,1
2011-11-16,21,Murder,12D70,18G,15600-15699,GALVESTON,RD,-,1
2011-11-18,23,Murder,12D10,20A,10900-10999,GULF,FWY,-,1
2011-11-13,00,Murder,7C30,20R,9900-9999,BURDEN,-,-,1
2011-11-25,05,Murder,19G10,18N,9600-9699,BISSONNET,ST,-,1
2011-11-21,19,Murder,19G10,13R,10000-10099,CLUB CREEK,DR,-,1
2011-11-06,03,Murder,19G10,18O,10100-10199,GREENFORK,DR,-,1
2011-11-11,20,Murder,8C60,20R,10500-10599,KELBURN,DR,-,1
2011-11-28,11,Murder,20G10,05D,10700-10799,HARWIN,DR,-,1
2011-11-20,20,Murder,19G40,11R,12600-12699,HUNTINGTON VENTURE,DR,-,1
2011-11-02,23,Murder,14D40,20D,5400-5499,MADDEN,LN,-,1
2011-11-04,18,Murder,16E30,23S,5200-5299,ALLUM,RD,-,2
2011-11-21,00,Murder,7C50,20A,15600-15699,VICKERY,DR,-,1
2011-11-20,14,Murder,18F60,18R,9500-9599,BEECHNUT,ST,-,1
2011-09-17,17,Rape,14D10,20A,4000-4099,CORDER,ST,-,1
2011-11-06,04,Rape,6B40,18O,500-599,BLUE BELL,RD,-,1
2011-11-22,20,Rape,8C10,20R,5300-5399,FIRNAT,-,-,1
2011-11-17,02,Rape,6B60,20A,12800-12899,NORTHBOROUGH,DR,-,1
2011-11-19,21,Rape,7C20,20A,6600-6699,HIRSCH,RD,-,1
2011-08-01,12,Rape,6B40,20R,7700-7799,HANFRO,LN,-,1
2011-11-22,15,Rape,3B10,20A,5500-5599,ANTOINE,DR,-,1
2011-11-12,20,Rape,12D10,20R,9800-9899,RADIO,RD,-,1
2011-07-15,21,Rape,6B10,13R,7100-7199,AIRLINE,DR,-,1
2011-10-30,21,Rape,1A50,20A,3900-3999,ESSEX,LN,-,1
2011-11-13,02,Rape,6B60,140,12500-12599,NORTH,FWY,-,1
2011-11-13,05,Rape,7C50,13H,17600-17699,EASTEX,FWY,-,1
2011-11-19,01,Rape,18F20,13A,3300-3399,SAGE,RD,-,1
2008-03-01,00,Rape,18F50,05B,9300-9399,RICHMOND,AVE,-,1
2011-11-01,00,Rape,10H70,250,6500-6599,FANNIN,-,-,1
2011-11-15,21,Rape,19G10,250,10500-10599,SPICE,LN,-,1
2011-11-03,21,Rape,10H70,250,1500-1599,BEN TAUB LOOP,-,-,1
2011-09-20,00,Rape,8C60,20R,10400-10499,ENVOY,ST,-,1
2011-09-01,08,Rape,13D10,20R,3600-3699,CHAFFIN,ST,-,1
2010-12-01,00,Rape,17E10,20A,5700-5799,GLENMONT,DR,-,1
2011-11-13,01,Rape,10H20,20R,1500-1599,LAWSON,-,-,1
2011-10-01,00,Rape,19G40,20R,9700-9799,COURT GLEN,DR,-,1
2011-11-09,11,Rape,19G10,20W,7900-7999,CORPORATE,DR,-,1
2011-11-06,19,Rape,17E20,20R,7600-7699,BEECHNUT,ST,-,1
2011-11-28,16,Rape,20G60,13A,800-899,DAIRY ASHFORD,-,-,1
2011-11-24,21,Rape,4F30,20A,1800-1899,BARKER CYPRESS,RD,-,1
2011-11-28,14,Rape,6B60,20A,12800-12899,NORTHBOROUGH,DR,-,1
2011-11-07,02,Rape,1A20,20A,500-599,SUL ROSS,ST,-,1
2011-11-05,21,Rape,20G10,140,2900-2999,WEST SAM HOUSTON,PKWY,S,1
2011-11-14,00,Rape,14D30,20A,7500-7599,MYKAWA,-,-,1
2011-11-21,02,Rape,19G10,250,9500-9599,BISSONNET,ST,-,1
2011-11-26,17,Rape,19G40,05B,12300-12399,BISSONNET,ST,-,1
2011-11-27,00,Rape,3B10,20R,5600-5699,HARDWAY,-,-,1
2011-11-22,22,Rape,19G10,20A,7800-7899,CORPORATE,DR,-,1
2011-11-02,23,Rape,11H10,20R,7200-7299,AVE K,-,-,1
2011-11-28,08,Rape,16E20,20R,14300-14399,HIRAM CLARKE,RD,-,1
2011-11-06,02,Rape,3B30,140,2100-2199,VIKING,-,-,1
2011-11-20,01,Rape,17E40,20A,7800-7899,AIRPORT,BLVD,W,1
2011-11-22,21,Rape,18F50,20A,3400-3499,OCEE,RD,-,1
2011-11-10,18,Rape,13D20,25V,7500-7599,BELLFORT,ST,-,1
2007-12-20,00,Rape,8C50,20R,8900-8999,FOREST HOLLOW,DR,-,1
2011-11-27,03,Rape,5F10,20A,1700-1799,WOODVINE,-,-,1
2011-11-23,14,Rape,8C10,100,7900-7999,LOCKWOOD,DR,-,1
2011-11-05,00,Rape,7C10,13R,4600-4699,FARMER,ST,-,1
2011-10-16,05,Rape,11H20,13R,7300-7399,KELLER,-,-,1
2011-11-27,01,Rape,14D20,140,2800-2899,REED,RD,-,1
2011-11-05,09,Rape,17E30,20R,9700-9799,RAVENSWORTH,DR,-,1
2011-11-14,09,Rape,6B50,250,11000-11099,NORTH,FWY,-,1
2011-11-14,06,Rape,17E10,250,5300-5399,DASHWOOD,DR,-,1
2011-11-23,01,Rape,20G30,20A,11700-11799,WESTHEIMER,RD,-,1
2011-10-11,13,Rape,19G40,20R,9900-9999,DAIRY ASHFORD,-,S,1
2011-11-08,02,Rape,12D30,140,12400-12499,GULF,FWY,-,1
2011-11-27,03,Rape,17E20,18A,7600-7699,BEECHNUT,ST,-,1
2011-11-11,00,Rape,14D20,20R,3000-3099,CORKSIE,ST,-,1
2009-01-01,08,Rape,14D40,20R,12800-12899,SOUTH COAST,DR,-,1
2011-11-19,19,Rape,12D40,20A,11800-11899,ASTORIA,BLVD,-,1
2011-11-14,04,Rape,3B50,18R,5300-5399,NORTH,FWY SER,E,1
2011-11-14,00,Rape,10H40,23S,3100-3199,MAIN,ST,-,1
2011-11-18,17,Rape,14D20,18C,7400-7499,CULLEN,BLVD,-,1
2011-11-01,07,Rape,17E40,20A,6300-6399,BELLFORT,ST,W,1
2011-11-26,02,Rape,8C50,20A,9000-9099,STERLINGSHIRE,ST,-,1
2010-07-08,16,Rape,15E10,20A,9200-9299,BURDINE,ST,-,1
2011-11-30,01,Rape,20G60,140,14700-14799,KATY,FWY,-,1
2011-11-13,14,Rape,7C10,250,100-199,JENSEN,DR,-,1
2011-11-22,08,Rape,1A10,20R,1200-1299,TRAVIS,ST,-,1
2011-11-02,21,Rape,14D20,20A,10300-10399,ASHVILLE,DR,-,1
2011-11-17,21,Rape,7C30,20R,9000-9099,RAMIN,ST,-,1
2011-11-24,08,Rape,14D20,20R,4200-4299,GALESBURG,ST,-,1
2008-11-01,21,Rape,12D50,20A,300-399,CYBERONICS,BLVD,-,1
2011-11-22,00,Rape,16E30,250,5500-5599,AMARANTH MEADOW,LN,-,1
2011-11-01,09,Robbery,20G30,20A,2700-2799,WOODLAND PARK,DR,-,1
2011-11-02,23,Robbery,7C30,18O,8800-8899,ARKANSAS,-,N,1
2011-11-02,23,Robbery,3B50,13B,1300-1399,CROSSTIMBERS,-,-,1
2011-11-03,00,Robbery,20G70,18A,12700-12799,BRANT ROCK,DR,-,1
2011-11-03,02,Robbery,8C10,13R,9000-9099,PEACHTREE,ST,-,1
2011-11-03,20,Robbery,20G60,20R,500-599,GREENPARK,-,-,1
2011-11-03,22,Robbery,2A20,13R,200-299,CAVALCADE,-,W,1
2011-11-03,22,Robbery,18F50,18A,6200-6299,MARINETTE,DR,-,1
2011-11-04,11,Robbery,20G80,05Z,2600-2699,HWY 6,-,S,1
2011-11-04,11,Robbery,7C20,18C,3800-3899,LOCKWOOD,DR,-,1
2011-09-08,21,Robbery,3B10,18A,5600-5699,ANTOINE,DR,-,1
2011-11-04,18,Robbery,17E10,13R,7300-7399,MULLINS,DR,-,1
2011-11-05,03,Robbery,5F30,18S,14700-14799,HEMPSTEAD,HWY,-,1
2011-11-05,04,Robbery,15E40,18A,2700-2799,WESTRIDGE,ST,-,1
2011-11-06,05,Robbery,20G50,18A,900-999,GESSNER,DR,-,1
2011-11-06,06,Robbery,19G20,18T,12200-12299,BEECHNUT,ST,-,1
2011-11-06,07,Robbery,17E30,13R,8700-8799,GESSNER,DR,S,1
2011-11-06,05,Robbery,4F10,20A,1200-1299,CEDAR POST,LN,-,1
2011-11-06,04,Robbery,13D20,140,8200-8299,GULF,FWY SER,W,1
2011-11-06,10,Robbery,10H70,20R,2500-2599,GREENSBORO,DR,-,1
2011-11-06,01,Robbery,2A50,13R,1000-1099,PARKER,-,-,1
2011-11-06,01,Robbery,18F50,20A,3700-3799,GESSNER,DR,S,1
